Unnamed: 0,InvoiceNo,Store,ItemCategory,Price,Quantity,TotalAmount,Date,PaymentMethod
9740,INV00596,Store B,Jackets,60.83,2,121.66,2021-08-23 18:41:07.972843,Debit Card
7466,INV01677,Store A,Accessories,186.65,2,373.3,2021-08-23 18:41:07.972843,Cash
6510,INV00925,Store B,Jeans,125.5,3,376.5,2021-08-23 18:41:07.972843,Credit Card
4699,INV01510,Store A,Jackets,97.34,3,292.02,2021-08-23 18:41:07.972843,Cash
2942,INV00343,Store B,Shoes,23.7,2,47.4,2021-08-24 18:41:07.972843,Credit Card
4645,INV01475,Store B,Shoes,151.13,2,302.26,2021-08-24 18:41:07.972843,Online Payment
2601,INV01376,Store B,Shoes,188.45,3,565.3499999999999,2021-08-24 18:41:07.972843,Online Payment
7089,INV00500,Store A,Jeans,194.81,2,389.62,2021-08-24 18:41:07.972843,Debit Card
9552,INV00986,Store A,Accessories,186.95,4,747.8,2021-08-24 18:41:07.972843,Online Payment
5435,INV01547,Store C,T-Shirts,16.11,2,32.22,2021-08-24 18:41:07.972843,Debit Card
6878,INV00050,Store B,Shoes,57.0,3,171.0,2021-08-24 18:41:07.972843,Online Payment
2333,INV01294,Store C,Dresses,65.32,1,65.32,2021-08-24 18:41:07.972843,Credit Card
1073,INV00674,Store B,Dresses,133.78,4,535.12,2021-08-24 18:41:07.972843,Debit Card
6670,INV00501,Store B,Jeans,110.27,1,110.27,2021-08-24 18:41:07.972843,Cash
9979,INV01566,Store C,T-Shirts,26.0,2,52.0,2021-08-24 18:41:07.972843,Debit Card
1795,INV01524,Store B,Dresses,172.61,3,517.83,2021-08-25 18:41:07.972843,Credit Card
4636,INV00375,Store C,Jackets,161.18,1,161.18,2021-08-25 18:41:07.972843,Debit Card
95,INV01796,Store B,Shoes,105.39,1,105.39,2021-08-25 18:41:07.972843,Online Payment
5471,INV00619,Store A,T-Shirts,192.48,4,769.92,2021-08-25 18:41:07.972843,Online Payment
2520,INV00871,Store A,T-Shirts,144.85,2,289.7,2021-08-25 18:41:07.972843,Online Payment
1587,INV01429,Store A,Dresses,118.55,2,237.1,2021-08-25 18:41:07.972843,Cash
3448,INV00744,Store C,Jeans,195.28,3,585.84,2021-08-25 18:41:07.972843,Credit Card
6537,INV01849,Store A,Shoes,96.96,3,290.88,2021-08-25 18:41:07.972843,Cash
606,INV01082,Store A,Jeans,143.96,2,287.92,2021-08-25 18:41:07.972843,Online Payment
6460,INV01908,Store B,Jeans,133.23,4,532.92,2021-08-25 18:41:07.972843,Credit Card
8734,INV01367,Store B,Jackets,23.12,4,92.48,2021-08-25 18:41:07.972843,Credit Card
548,INV01167,Store C,T-Shirts,60.0,3,180.0,2021-08-25 18:41:07.972843,Online Payment
3916,INV01580,Store C,T-Shirts,21.93,1,21.93,2021-08-25 18:41:07.972843,Credit Card
4293,INV01566,Store A,Jeans,104.8,2,209.6,2021-08-25 18:41:07.972843,Debit Card
9716,INV00781,Store C,Dresses,14.14,2,28.28,2021-08-26 18:41:07.972843,Cash
8419,INV00257,Store C,Jackets,138.95,3,416.85,2021-08-26 18:41:07.972843,Cash
8653,INV01855,Store B,Shoes,29.47,4,117.88,2021-08-26 18:41:07.972843,Online Payment
7786,INV00630,Store C,Shoes,143.77,2,287.54,2021-08-26 18:41:07.972843,Cash
7726,INV00810,Store B,Dresses,117.4,4,469.6,2021-08-26 18:41:07.972843,Cash
2179,INV01641,Store B,Dresses,194.74,3,584.22,2021-08-26 18:41:07.972843,Online Payment
6889,INV01662,Store C,Shoes,42.21,4,168.84,2021-08-26 18:41:07.972843,Debit Card
9698,INV00301,Store C,Jackets,72.35,2,144.7,2021-08-26 18:41:07.972843,Cash
4092,INV00567,Store B,T-Shirts,81.23,2,162.46,2021-08-26 18:41:07.972843,Cash
7943,INV00818,Store B,Dresses,27.79,2,55.58,2021-08-26 18:41:07.972843,Online Payment
3209,INV00978,Store C,Jeans,43.77,4,175.08,2021-08-26 18:41:07.972843,Debit Card
1145,INV00043,Store B,Accessories,95.59,2,191.18,2021-08-26 18:41:07.972843,Debit Card
6690,INV00709,Store B,Shoes,153.02,2,306.04,2021-08-27 18:41:07.972843,Debit Card
457,INV00453,Store B,Shoes,170.89,3,512.67,2021-08-27 18:41:07.972843,Online Payment
5979,INV01438,Store A,Jackets,19.48,3,58.44,2021-08-27 18:41:07.972843,Online Payment
4883,INV00365,Store A,Jackets,171.12,4,684.48,2021-08-27 18:41:07.972843,Credit Card
5598,INV01133,Store A,T-Shirts,128.63,4,514.52,2021-08-27 18:41:07.972843,Cash
1400,INV01605,Store B,Jeans,29.6,1,29.6,2021-08-27 18:41:07.972843,Cash
4740,INV01732,Store A,T-Shirts,72.15,4,288.6,2021-08-27 18:41:07.972843,Credit Card
8527,INV01991,Store C,Shoes,62.2,2,124.4,2021-08-27 18:41:07.972843,Cash
4110,INV00259,Store B,Dresses,158.12,3,474.36,2021-08-27 18:41:07.972843,Credit Card
4611,INV00235,Store C,Jackets,18.86,1,18.86,2021-08-27 18:41:07.972843,Cash
7587,INV00876,Store C,T-Shirts,150.71,1,150.71,2021-08-28 18:41:07.972843,Cash
8157,INV00193,Store C,Dresses,153.11,2,306.22,2021-08-28 18:41:07.972843,Credit Card
8534,INV00348,Store C,Accessories,155.05,1,155.05,2021-08-28 18:41:07.972843,Cash
5476,INV00930,Store C,Jeans,128.92,2,257.84,2021-08-28 18:41:07.972843,Online Payment
7439,INV01612,Store B,Jeans,99.13,1,99.13,2021-08-28 18:41:07.972843,Credit Card
7749,INV01724,Store A,T-Shirts,155.4,4,621.6,2021-08-28 18:41:07.972843,Online Payment
597,INV00636,Store B,Dresses,93.26,4,373.04,2021-08-29 18:41:07.972843,Cash
5544,INV00629,Store C,T-Shirts,71.84,4,287.36,2021-08-29 18:41:07.972843,Cash
2256,INV00700,Store B,Accessories,109.28,2,218.56,2021-08-29 18:41:07.972843,Online Payment
9144,INV01890,Store B,Jeans,146.43,2,292.86,2021-08-29 18:41:07.972843,Online Payment
8731,INV00663,Store B,T-Shirts,88.37,3,265.11,2021-08-29 18:41:07.972843,Online Payment
6161,INV01890,Store A,Jeans,37.62,1,37.62,2021-08-29 18:41:07.972843,Online Payment
6252,INV00087,Store B,Jeans,106.4,3,319.20000000000005,2021-08-29 18:41:07.972843,Debit Card
9400,INV00848,Store B,Shoes,189.87,2,379.74,2021-08-29 18:41:07.972843,Cash
2547,INV01714,Store A,Jackets,168.72,1,168.72,2021-08-29 18:41:07.972843,Online Payment
3389,INV01727,Store C,T-Shirts,59.25,2,118.5,2021-08-29 18:41:07.972843,Credit Card
6846,INV01247,Store B,Jackets,145.36,1,145.36,2021-08-29 18:41:07.972843,Debit Card
6687,INV01379,Store C,Shoes,39.98,1,39.98,2021-08-30 18:41:07.972843,Cash
729,INV00727,Store A,Jackets,146.51,2,293.02,2021-08-30 18:41:07.972843,Debit Card
6331,INV01002,Store C,T-Shirts,98.66,4,394.64,2021-08-30 18:41:07.972843,Credit Card
32,INV00460,Store B,Accessories,102.83,2,205.66,2021-08-30 18:41:07.972843,Cash
4785,INV01523,Store C,Dresses,66.28,4,265.12,2021-08-30 18:41:07.972843,Credit Card
6377,INV00541,Store A,Jackets,138.12,3,414.36,2021-08-30 18:41:07.972843,Debit Card
5431,INV01776,Store A,Accessories,40.63,3,121.89,2021-08-30 18:41:07.972843,Cash
4418,INV00533,Store B,Jeans,113.92,4,455.68,2021-08-30 18:41:07.972843,Online Payment
4574,INV00041,Store A,T-Shirts,102.24,1,102.24,2021-08-30 18:41:07.972843,Debit Card
4392,INV01929,Store B,T-Shirts,130.47,2,260.94,2021-08-30 18:41:07.972843,Debit Card
842,INV01098,Store A,Dresses,83.44,3,250.32,2021-08-31 18:41:07.972843,Online Payment
2891,INV00455,Store C,Shoes,89.19,2,178.38,2021-08-31 18:41:07.972843,Cash
7564,INV01214,Store B,Jeans,129.18,4,516.72,2021-08-31 18:41:07.972843,Online Payment
5057,INV00847,Store B,Jackets,113.06,3,339.18,2021-08-31 18:41:07.972843,Cash
43,INV01500,Store A,Accessories,170.53,3,511.59,2021-08-31 18:41:07.972843,Debit Card
5568,INV01428,Store B,Jeans,162.4,4,649.6,2021-09-01 18:41:07.972843,Online Payment
5764,INV00407,Store B,Accessories,88.01,3,264.03000000000003,2021-09-01 18:41:07.972843,Debit Card
6726,INV01782,Store A,Shoes,194.62,3,583.86,2021-09-01 18:41:07.972843,Credit Card
7542,INV01351,Store A,Accessories,127.59,2,255.18,2021-09-01 18:41:07.972843,Debit Card
566,INV00305,Store B,Jackets,189.8,4,759.2,2021-09-01 18:41:07.972843,Credit Card
1085,INV01758,Store C,Dresses,36.05,3,108.15,2021-09-01 18:41:07.972843,Debit Card
3641,INV01805,Store B,Accessories,97.88,4,391.52,2021-09-01 18:41:07.972843,Credit Card
9376,INV01964,Store B,Dresses,102.48,2,204.96,2021-09-01 18:41:07.972843,Credit Card
6699,INV00383,Store B,Accessories,161.4,1,161.4,2021-09-01 18:41:07.972843,Debit Card
6575,INV00156,Store B,T-Shirts,29.27,3,87.81,2021-09-01 18:41:07.972843,Credit Card
7385,INV01009,Store A,Shoes,90.31,4,361.24,2021-09-01 18:41:07.972843,Debit Card
6055,INV01295,Store A,Jackets,184.54,2,369.08,2021-09-01 18:41:07.972843,Credit Card
4478,INV01326,Store B,Shoes,26.05,3,78.15,2021-09-01 18:41:07.972843,Credit Card
3541,INV00368,Store A,Dresses,154.71,1,154.71,2021-09-01 18:41:07.972843,Debit Card
2540,INV00223,Store A,T-Shirts,194.86,1,194.86,2021-09-01 18:41:07.972843,Online Payment
5766,INV00167,Store A,T-Shirts,74.01,3,222.03000000000003,2021-09-01 18:41:07.972843,Online Payment
5671,INV00391,Store C,T-Shirts,125.11,1,125.11,2021-09-01 18:41:07.972843,Credit Card
3436,INV00308,Store B,Jackets,33.94,2,67.88,2021-09-02 18:41:07.972843,Credit Card
3155,INV01196,Store C,Jeans,193.74,3,581.22,2021-09-02 18:41:07.972843,Credit Card
2592,INV00288,Store B,Jackets,36.53,4,146.12,2021-09-02 18:41:07.972843,Debit Card
2619,INV00862,Store B,Jeans,87.53,4,350.12,2021-09-02 18:41:07.972843,Online Payment
1746,INV00491,Store B,Jeans,45.27,2,90.54,2021-09-02 18:41:07.972843,Online Payment
8060,INV01554,Store A,Jeans,142.87,1,142.87,2021-09-02 18:41:07.972843,Cash
3794,INV00927,Store A,Jeans,160.46,4,641.84,2021-09-03 18:41:07.972843,Debit Card
3993,INV00529,Store A,Jackets,195.08,3,585.24,2021-09-03 18:41:07.972843,Debit Card
786,INV01904,Store C,Accessories,50.06,4,200.24,2021-09-03 18:41:07.972843,Credit Card
136,INV01863,Store C,Jackets,27.83,1,27.83,2021-09-03 18:41:07.972843,Online Payment
175,INV01763,Store C,Jackets,127.86,3,383.58,2021-09-03 18:41:07.972843,Credit Card
3176,INV00208,Store C,Shoes,49.03,4,196.12,2021-09-03 18:41:07.972843,Online Payment
9093,INV01953,Store B,Dresses,127.75,1,127.75,2021-09-03 18:41:07.972843,Online Payment
760,INV00192,Store A,Dresses,51.93,1,51.93,2021-09-03 18:41:07.972843,Cash
500,INV00566,Store B,Accessories,109.36,3,328.08,2021-09-03 18:41:07.972843,Debit Card
8441,INV00033,Store B,T-Shirts,184.88,4,739.52,2021-09-03 18:41:07.972843,Cash
3234,INV01867,Store B,Shoes,195.15,4,780.6,2021-09-03 18:41:07.972843,Credit Card
4387,INV01708,Store A,Dresses,78.6,4,314.4,2021-09-03 18:41:07.972843,Debit Card
2915,INV00974,Store A,Shoes,14.25,1,14.25,2021-09-03 18:41:07.972843,Debit Card
8021,INV01309,Store C,Accessories,39.87,4,159.48,2021-09-04 18:41:07.972843,Debit Card
3041,INV00584,Store B,Dresses,37.95,2,75.9,2021-09-04 18:41:07.972843,Online Payment
9133,INV00271,Store A,Shoes,160.42,3,481.26,2021-09-04 18:41:07.972843,Online Payment
934,INV01251,Store C,Jeans,24.98,3,74.94,2021-09-04 18:41:07.972843,Cash
7377,INV01687,Store A,Shoes,101.17,4,404.68,2021-09-04 18:41:07.972843,Online Payment
4138,INV00814,Store B,Accessories,129.57,4,518.28,2021-09-04 18:41:07.972843,Cash
7424,INV01462,Store C,Shoes,16.04,1,16.04,2021-09-04 18:41:07.972843,Cash
159,INV01864,Store C,Jackets,107.22,2,214.44,2021-09-04 18:41:07.972843,Cash
3415,INV01912,Store A,Jackets,35.79,3,107.37,2021-09-04 18:41:07.972843,Credit Card
312,INV00767,Store A,Accessories,113.15,4,452.6,2021-09-05 18:41:07.972843,Debit Card
6992,INV01452,Store B,Dresses,46.98,1,46.98,2021-09-05 18:41:07.972843,Cash
3875,INV01010,Store A,Jackets,23.03,3,69.09,2021-09-05 18:41:07.972843,Online Payment
5952,INV01369,Store C,Jackets,95.1,4,380.4,2021-09-05 18:41:07.972843,Debit Card
4503,INV01553,Store A,Accessories,82.79,4,331.16,2021-09-05 18:41:07.972843,Online Payment
883,INV00167,Store B,Jackets,32.58,4,130.32,2021-09-05 18:41:07.972843,Credit Card
575,INV00993,Store A,Accessories,117.73,3,353.19,2021-09-05 18:41:07.972843,Online Payment
9129,INV01359,Store A,Jeans,160.36,1,160.36,2021-09-05 18:41:07.972843,Credit Card
8305,INV01188,Store B,T-Shirts,17.68,4,70.72,2021-09-05 18:41:07.972843,Online Payment
4695,INV01712,Store B,Accessories,135.14,2,270.28,2021-09-06 18:41:07.972843,Debit Card
1904,INV01313,Store B,Dresses,60.43,3,181.29,2021-09-06 18:41:07.972843,Online Payment
1716,INV01824,Store A,Jeans,156.22,4,624.88,2021-09-06 18:41:07.972843,Debit Card
3687,INV01128,Store A,Dresses,183.45,1,183.45,2021-09-06 18:41:07.972843,Credit Card
8715,INV00419,Store A,Jeans,124.74,3,374.22,2021-09-06 18:41:07.972843,Debit Card
2775,INV01036,Store C,Accessories,198.29,1,198.29,2021-09-07 18:41:07.972843,Credit Card
326,INV01148,Store C,Shoes,148.77,4,595.08,2021-09-07 18:41:07.972843,Credit Card
837,INV01867,Store B,T-Shirts,43.66,3,130.98,2021-09-07 18:41:07.972843,Credit Card
8499,INV01787,Store A,Accessories,124.43,2,248.86,2021-09-07 18:41:07.972843,Online Payment
4661,INV01953,Store C,Accessories,22.71,1,22.71,2021-09-07 18:41:07.972843,Credit Card
4809,INV00165,Store B,Dresses,124.18,2,248.36,2021-09-07 18:41:07.972843,Credit Card
8752,INV00940,Store B,Jeans,25.83,1,25.83,2021-09-07 18:41:07.972843,Online Payment
7706,INV00116,Store C,Jeans,144.23,2,288.46,2021-09-07 18:41:07.972843,Debit Card
412,INV00822,Store B,Jackets,107.6,4,430.4,2021-09-07 18:41:07.972843,Debit Card
6209,INV00140,Store B,T-Shirts,136.5,2,273.0,2021-09-07 18:41:07.972843,Cash
1818,INV01383,Store A,Jeans,61.44,4,245.76,2021-09-07 18:41:07.972843,Online Payment
7593,INV00976,Store A,T-Shirts,185.94,2,371.88,2021-09-07 18:41:07.972843,Credit Card
8775,INV00112,Store B,Jackets,83.58,2,167.16,2021-09-07 18:41:07.972843,Credit Card
9373,INV01911,Store A,Dresses,23.47,1,23.47,2021-09-08 18:41:07.972843,Online Payment
9969,INV00435,Store C,Jackets,120.02,4,480.08,2021-09-08 18:41:07.972843,Debit Card
821,INV01168,Store C,T-Shirts,88.69,2,177.38,2021-09-08 18:41:07.972843,Credit Card
968,INV00090,Store C,Jackets,103.68,3,311.04,2021-09-08 18:41:07.972843,Cash
3327,INV00989,Store B,Shoes,11.1,1,11.1,2021-09-08 18:41:07.972843,Debit Card
9113,INV00447,Store A,Jeans,90.09,3,270.27,2021-09-08 18:41:07.972843,Debit Card
2788,INV01063,Store C,Jackets,32.55,1,32.55,2021-09-08 18:41:07.972843,Cash
2653,INV01395,Store A,Accessories,72.56,4,290.24,2021-09-08 18:41:07.972843,Debit Card
3288,INV00822,Store A,Shoes,196.48,2,392.96,2021-09-08 18:41:07.972843,Credit Card
9391,INV00789,Store B,Accessories,30.37,1,30.37,2021-09-08 18:41:07.972843,Online Payment
4372,INV01694,Store B,Accessories,75.68,1,75.68,2021-09-08 18:41:07.972843,Cash
5380,INV01593,Store B,Accessories,163.94,2,327.88,2021-09-08 18:41:07.972843,Debit Card
6098,INV00331,Store B,Dresses,82.71,4,330.84,2021-09-09 18:41:07.972843,Credit Card
2368,INV00157,Store A,Jeans,154.77,2,309.54,2021-09-09 18:41:07.972843,Credit Card
7457,INV00678,Store B,Dresses,167.97,1,167.97,2021-09-09 18:41:07.972843,Cash
915,INV00929,Store A,Jeans,15.36,4,61.44,2021-09-09 18:41:07.972843,Online Payment
739,INV00115,Store A,Jackets,87.09,1,87.09,2021-09-09 18:41:07.972843,Debit Card
8320,INV00622,Store B,T-Shirts,170.63,3,511.89,2021-09-09 18:41:07.972843,Debit Card
1050,INV00083,Store C,Shoes,20.83,1,20.83,2021-09-09 18:41:07.972843,Online Payment
83,INV00035,Store A,Accessories,106.25,1,106.25,2021-09-09 18:41:07.972843,Cash
9725,INV01840,Store C,Shoes,31.6,2,63.2,2021-09-09 18:41:07.972843,Cash
135,INV01881,Store C,Shoes,149.26,4,597.04,2021-09-10 18:41:07.972843,Cash
6728,INV00170,Store B,Jackets,48.12,1,48.12,2021-09-10 18:41:07.972843,Online Payment
785,INV00596,Store B,Accessories,80.0,1,80.0,2021-09-10 18:41:07.972843,Credit Card
5485,INV01630,Store C,T-Shirts,165.42,1,165.42,2021-09-10 18:41:07.972843,Debit Card
3742,INV01178,Store A,Dresses,79.79,1,79.79,2021-09-10 18:41:07.972843,Online Payment
3972,INV00629,Store B,Jeans,173.7,1,173.7,2021-09-10 18:41:07.972843,Debit Card
1401,INV00318,Store A,Dresses,40.69,3,122.07,2021-09-10 18:41:07.972843,Cash
4128,INV00260,Store C,T-Shirts,25.65,2,51.3,2021-09-11 18:41:07.972843,Cash
3509,INV00408,Store C,Accessories,189.86,1,189.86,2021-09-11 18:41:07.972843,Credit Card
4897,INV00147,Store C,Jeans,13.85,3,41.55,2021-09-11 18:41:07.972843,Cash
1594,INV01025,Store B,Dresses,141.54,3,424.62,2021-09-11 18:41:07.972843,Debit Card
849,INV01198,Store A,T-Shirts,22.07,1,22.07,2021-09-11 18:41:07.972843,Debit Card
1609,INV00117,Store A,Dresses,117.23,2,234.46,2021-09-11 18:41:07.972843,Cash
8567,INV00327,Store B,Shoes,69.91,3,209.73,2021-09-11 18:41:07.972843,Online Payment
3371,INV01796,Store A,Jackets,65.02,2,130.04,2021-09-11 18:41:07.972843,Cash
5606,INV00405,Store B,Shoes,96.39,3,289.17,2021-09-11 18:41:07.972843,Debit Card
8476,INV00364,Store A,Accessories,164.94,3,494.82,2021-09-11 18:41:07.972843,Credit Card
9280,INV00189,Store B,Accessories,89.4,2,178.8,2021-09-11 18:41:07.972843,Cash
2458,INV00501,Store B,Shoes,196.81,1,196.81,2021-09-11 18:41:07.972843,Cash
5326,INV01229,Store B,T-Shirts,38.25,1,38.25,2021-09-11 18:41:07.972843,Online Payment
5247,INV00614,Store A,T-Shirts,47.34,3,142.02,2021-09-11 18:41:07.972843,Cash
815,INV00948,Store B,Jeans,25.82,3,77.46000000000001,2021-09-12 18:41:07.972843,Debit Card
9339,INV01721,Store A,Jackets,41.55,2,83.1,2021-09-12 18:41:07.972843,Online Payment
1648,INV01906,Store C,Jeans,189.0,3,567.0,2021-09-12 18:41:07.972843,Credit Card
4746,INV00059,Store B,T-Shirts,162.19,3,486.57,2021-09-12 18:41:07.972843,Credit Card
1629,INV00876,Store A,Jeans,197.52,1,197.52,2021-09-13 18:41:07.972843,Credit Card
3779,INV01212,Store B,Shoes,111.51,3,334.53000000000003,2021-09-13 18:41:07.972843,Credit Card
1328,INV00468,Store A,Jackets,15.66,3,46.98,2021-09-13 18:41:07.972843,Credit Card
909,INV00505,Store A,Jeans,173.68,1,173.68,2021-09-13 18:41:07.972843,Online Payment
3930,INV01953,Store C,Shoes,152.64,4,610.56,2021-09-13 18:41:07.972843,Credit Card
5748,INV01753,Store B,Accessories,75.35,2,150.7,2021-09-13 18:41:07.972843,Debit Card
3636,INV00235,Store A,Shoes,104.12,1,104.12,2021-09-13 18:41:07.972843,Online Payment
5565,INV01082,Store C,T-Shirts,141.28,1,141.28,2021-09-14 18:41:07.972843,Online Payment
306,INV00836,Store A,Accessories,157.0,1,157.0,2021-09-14 18:41:07.972843,Cash
4965,INV01559,Store C,Accessories,165.07,2,330.14,2021-09-14 18:41:07.972843,Cash
4044,INV01750,Store B,Dresses,49.92,1,49.92,2021-09-14 18:41:07.972843,Online Payment
3908,INV00906,Store A,T-Shirts,150.84,1,150.84,2021-09-14 18:41:07.972843,Cash
191,INV01882,Store C,Dresses,67.77,4,271.08,2021-09-14 18:41:07.972843,Debit Card
